swear_IT,swear_EN,year,n_sentences,n_tokens,tokens_per_sent,char_per_tok,lexical_density,avg_token_per_clause,bpm,centroid,rolloff,flux,rms,zcr,flatness,spectral_complexity,pitch,loudness,duration_ms,explicit,marco-zones
6,1,2012.0,77.0,594.0,7.714285714285714,3.835185185185185,0.5092592592592593,6.0,87.94,0.1497,2819.7869,1.1126,0.2634,0.0972,0.7958,37.6374,1813.1597,30.6553,230246.0,1,North
7,3,2022.0,137.0,1256.0,9.167883211678832,4.098346388163621,0.4995648389904265,7.136363636363637,91.9,0.1694,2311.6598,1.471,0.2325,0.084,0.8418,29.2239,1990.0908,24.4855,341057.0,1,North
0,0,2069.0,63.0,519.0,8.238095238095237,3.8411764705882354,0.5352941176470588,6.569620253164557,85.98,0.1151,1416.6517,1.2368,0.2014,0.0543,0.9173,29.3757,1973.5734,21.1861,176788.0,0,North
1,0,2008.0,93.0,898.0,9.655913978494624,3.8453237410071934,0.4844124700239808,5.102272727272728,90.09,0.1336,1887.3967,1.3631,0.2157,0.0677,0.2273,31.4864,1553.042,22.0674,254466.0,1,North
5,4,2005.0,66.0,577.0,8.742424242424242,3.772556390977443,0.4360902255639097,7.592105263157895,89.95,0.1502,1966.986,1.3976,0.1756,0.0733,0.8589,22.3954,2706.5436,17.6847,202626.0,0,North
4,1,2019.0,30.0,278.0,9.266666666666667,3.9813432835820897,0.4664179104477612,5.148148148148148,128.62,0.1088,1284.3217,1.2751,0.1831,0.0473,0.8971,19.6479,1987.13,18.0683,105830.0,0,North
1,0,2005.0,78.0,712.0,9.128205128205128,4.25,0.5458579881656804,6.033898305084746,92.01,0.1763,2116.4557,1.3473,0.171,0.0872,0.8717,27.2481,2420.7624,16.5708,232253.0,0,North
2,0,2022.0,70.0,647.0,9.242857142857142,3.911711711711712,0.5333333333333333,8.743243243243244,87.03,0.1347,2036.9259,1.2025,0.2427,0.0712,0.8592,36.8876,1609.0198,26.3175,262338.0,1,North
0,0,2022.0,66.0,592.0,8.969696969696969,4.088345864661654,0.5131578947368421,5.861386138613861,87.93,0.1305,1530.2893,1.2307,0.2639,0.0584,0.9602,31.2906,2044.786,28.5319,262548.0,1,North
9,0,2005.0,75.0,627.0,8.36,4.056122448979592,0.5153061224489796,4.714285714285714,84.87,0.1434,1894.9219,1.3586,0.1853,0.0681,0.8945,18.5447,2289.9476,19.1316,215253.0,0,North
1,0,2079.0,73.0,578.0,7.917808219178082,4.110108303249097,0.4873646209386281,5.78,82.29,0.1614,2345.5692,1.165,0.2198,0.0847,0.9017,37.0083,2234.249,22.6888,229440.0,1,North
44,1,2001.0,77.0,509.0,6.6103896103896105,4.255411255411255,0.5238095238095238,6.972602739726027,83.48,0.1642,2112.4833,1.3352,0.1672,0.0703,0.8166,22.2821,2565.4836,16.4406,222640.0,0,North
2,1,2014.0,63.0,580.0,9.206349206349206,4.374509803921568,0.5294117647058824,6.590909090909091,94.97,0.1703,2902.9136,1.3057,0.2022,0.0982,0.8901,34.1537,2247.5607,20.3955,176240.0,1,North
3,1,2008.0,98.0,798.0,8.142857142857142,4.476831091180867,0.5874439461883408,5.25,84.0,0.1421,1957.0784,1.1286,0.2387,0.0737,0.9026,45.8768,1446.5087,25.0628,261346.0,1,North
0,0,2022.0,68.0,766.0,11.264705882352942,3.669242658423493,0.4868624420401855,5.847328244274809,83.94,0.1319,1834.1331,1.3237,0.2717,0.0635,0.8903,36.5319,1926.0441,29.8638,235722.0,1,North
0,0,2005.0,47.0,324.0,6.893617021276596,4.003225806451613,0.532258064516129,6.612244897959184,91.96,0.1122,1193.1002,1.1598,0.2119,0.0476,0.9243,25.571,2523.4863,22.4787,204453.0,0,North
2,0,2005.0,25.0,233.0,9.32,3.8676470588235294,0.4803921568627451,5.065217391304348,91.84,0.1317,1619.1056,1.3186,0.1455,0.0612,0.8606,14.2606,2563.3504,14.5256,101741.0,0,North
0,0,1930.0,59.0,519.0,8.796610169491526,3.663900414937759,0.4854771784232365,5.831460674157303,93.96,0.145,1835.5298,1.2962,0.1491,0.0701,0.8575,21.8521,2243.3262,14.0909,212626.0,0,North
3,0,2019.0,38.0,377.0,9.921052631578949,4.147632311977716,0.479108635097493,6.283333333333333,136.03,0.0949,1211.7382,1.1785,0.182,0.0457,0.8714,18.9376,1900.5704,18.5444,197782.0,0,North
0,0,1942.0,54.0,503.0,9.314814814814817,4.282105263157895,0.5410526315789473,5.294736842105263,94.01,0.1277,1469.6191,1.1722,0.2621,0.0613,0.922,35.5636,1972.9144,28.5703,208093.0,1,North
0,0,2012.0,73.0,649.0,8.89041095890411,3.964052287581699,0.457516339869281,5.692982456140351,92.02,0.1208,1336.3197,1.2092,0.2915,0.0545,0.9251,37.8582,1688.6777,32.7538,201449.0,1,North
2,0,2014.0,60.0,468.0,7.8,3.775413711583924,0.4515366430260047,8.210526315789474,90.0,0.1625,2138.6206,1.2085,0.2384,0.0771,0.8661,40.9962,1801.6901,24.835,184426.0,1,North
2,0,2019.0,43.0,531.0,12.348837209302326,4.093117408906883,0.5121457489878543,6.174418604651163,133.31,0.1185,1759.2346,1.246,0.1858,0.065,0.8738,27.7488,1918.9762,18.482,194243.0,0,North
7,0,2008.0,83.0,715.0,8.614457831325302,4.114104595879557,0.5166402535657686,6.745283018867925,90.97,0.1095,1216.0004,1.285,0.3266,0.0468,0.8273,36.8773,1612.8427,38.1434,215373.0,1,North
5,0,2005.0,82.0,721.0,8.792682926829269,3.8263473053892216,0.4865269461077844,5.546153846153846,99.97,0.1772,2114.8114,1.4441,0.1835,0.0798,0.8214,25.2285,2771.3391,18.3039,223226.0,0,North
0,0,2094.0,48.0,308.0,6.416666666666667,4.407407407407407,0.5420875420875421,7.7,98.95,0.1217,1745.4561,1.5356,0.1586,0.0625,0.879,17.8264,2615.4998,14.9799,121549.0,0,North
5,0,2008.0,59.0,519.0,8.796610169491526,3.922594142259414,0.4895397489539749,7.414285714285715,91.94,0.1388,1731.9485,1.3096,0.2465,0.0671,0.8505,37.862,1648.2588,26.6089,156640.0,1,North
1,0,2012.0,76.0,590.0,7.763157894736843,4.075174825174825,0.444055944055944,5.0,90.03,0.1132,1362.0051,1.2134,0.2598,0.0534,0.8694,31.8327,1350.1992,28.253,236580.0,1,North
1,0,2012.0,22.0,211.0,9.590909090909092,4.096618357487923,0.4589371980676328,5.702702702702703,74.81,0.1151,1727.707,1.1172,0.2566,0.0612,0.8837,35.4624,1888.9265,28.1885,78909.0,1,North
4,0,2012.0,80.0,632.0,7.9,4.063380281690141,0.4788732394366197,6.583333333333333,89.06,0.1197,1896.7861,1.3727,0.2674,0.0667,0.8526,30.9549,1908.834,29.6794,276026.0,1,North
0,0,2008.0,32.0,292.0,9.125,3.7160493827160495,0.4897119341563786,8.848484848484848,82.94,0.1511,2331.2082,1.226,0.2561,0.0817,0.7647,38.5141,1330.2445,28.2511,88906.0,1,North
0,0,2019.0,20.0,219.0,10.95,4.033653846153846,0.5096153846153846,5.918918918918919,109.91,0.1197,1949.415,1.2715,0.1537,0.0679,0.7994,21.2367,1790.2489,14.7094,105250.0,0,North
1,0,1949.0,35.0,302.0,8.628571428571428,3.977777777777778,0.5111111111111111,5.807692307692308,111.97,0.1535,1629.5592,1.3983,0.1706,0.0653,0.8581,19.3571,2061.7516,16.5875,111413.0,0,North
2,0,2088.0,19.0,132.0,6.947368421052632,3.6145833333333335,0.4895833333333333,8.25,93.58,0.1536,2090.9497,1.36,0.1768,0.0757,0.8963,24.8396,2089.3432,17.5688,36293.0,0,North
1,0,2012.0,69.0,636.0,9.217391304347826,4.209386281588448,0.4693140794223827,8.712328767123287,87.96,0.115,1943.4242,1.2135,0.2348,0.0685,0.864,33.5015,1790.6266,25.1354,228898.0,1,North
2,0,2001.0,61.0,546.0,8.950819672131148,4.263485477178423,0.578838174273859,6.658536585365853,91.31,0.1298,1660.9866,1.2886,0.1932,0.0634,0.9073,25.1121,2356.941,20.0541,327605.0,1,North
0,0,2012.0,68.0,602.0,8.852941176470589,3.975609756097561,0.5034843205574913,6.336842105263158,92.89,0.1291,1715.9342,1.1821,0.2145,0.0646,0.8955,30.7753,1579.8356,22.0829,218491.0,1,North
2,0,2019.0,29.0,269.0,9.275862068965518,3.5338983050847457,0.5169491525423728,6.404761904761905,77.77,0.11,1423.7217,1.1859,0.1429,0.0502,0.8863,15.62,1796.0522,13.5675,137505.0,0,North
4,0,2012.0,69.0,533.0,7.72463768115942,3.95959595959596,0.4565656565656565,9.517857142857142,88.99,0.1264,1642.6971,1.4271,0.245,0.0602,0.8711,29.0352,2599.4348,26.9214,228745.0,1,North
0,0,2022.0,22.0,172.0,7.818181818181818,4.858823529411764,0.4823529411764706,6.37037037037037,82.9,0.1452,2249.7755,1.2011,0.2396,0.0799,0.8304,36.5823,1321.4798,25.9484,74765.0,0,North
3,0,2022.0,62.0,576.0,9.290322580645162,4.09704641350211,0.4409282700421941,7.48051948051948,87.01,0.1465,1936.4252,1.4383,0.2583,0.0682,0.89,34.1535,1945.6603,27.9077,206915.0,0,North
0,0,2012.0,64.0,531.0,8.296875,4.154471544715447,0.4512195121951219,5.589473684210526,87.98,0.1129,1582.7915,1.1542,0.2678,0.0593,0.8525,41.5766,1360.2004,29.6915,222069.0,1,North
0,0,2022.0,57.0,426.0,7.473684210526316,4.571072319201995,0.5511221945137157,5.39240506329114,75.89,0.1296,1732.64,1.2995,0.2843,0.0611,0.8724,33.0121,2181.3632,32.1486,195082.0,1,North
2,0,1922.0,64.0,618.0,9.65625,3.985374771480804,0.473491773308958,7.445783132530121,86.91,0.1313,1783.0041,1.3425,0.2634,0.0644,0.9043,34.0751,1988.816,28.6841,189309.0,1,North
0,0,2022.0,41.0,385.0,9.390243902439025,4.321321321321322,0.5135135135135135,6.311475409836065,78.44,0.1442,1479.6397,1.322,0.2752,0.0597,0.9117,39.7555,2133.3263,30.5513,138582.0,1,North
0,0,2022.0,92.0,598.0,6.5,4.108614232209738,0.5880149812734082,4.564885496183206,131.08,0.0849,949.3473,1.0611,0.2308,0.0367,0.9415,24.6734,1613.3396,25.6283,214802.0,0,North
3,0,2001.0,55.0,429.0,7.8,4.046391752577319,0.5103092783505154,6.809523809523809,172.27,0.1202,1670.8804,1.1581,0.1966,0.0642,0.9031,28.5756,1735.3628,20.2921,119906.0,1,North
4,0,2001.0,68.0,599.0,8.808823529411764,4.082692307692308,0.5384615384615384,7.4875,92.91,0.135,1704.7315,1.25,0.2053,0.0665,0.952,29.638,1985.3871,21.0784,170383.0,0,North
0,0,2022.0,52.0,447.0,8.596153846153847,3.8567901234567903,0.4518518518518518,5.730769230769231,90.99,0.128,1638.6065,1.337,0.3049,0.0576,0.9027,30.2385,2131.1731,35.2138,178555.0,0,North
6,1,2001.0,45.0,371.0,8.244444444444444,4.183381088825215,0.484240687679083,7.571428571428571,172.27,0.133,2250.9402,1.157,0.0973,0.079,0.8904,18.173,2175.4768,8.5044,188212.0,0,North
1,0,2064.0,56.0,396.0,7.071428571428571,3.8685714285714288,0.4971428571428571,8.8,81.78,0.1305,1730.2902,1.1407,0.2163,0.064,0.9077,30.3272,1913.6767,22.6495,247760.0,1,North
1,0,2022.0,50.0,434.0,8.68,3.8768844221105527,0.4798994974874372,5.425,87.85,0.1362,1697.6745,1.1931,0.2797,0.0658,0.8847,35.1448,1814.5127,31.4756,188154.0,0,North
3,0,2001.0,86.0,715.0,8.313953488372093,4.206325301204819,0.5406626506024096,7.688172043010753,94.02,0.1367,1602.3588,1.1999,0.2544,0.0656,0.9368,39.2056,1875.759,27.3702,223226.0,0,North
10,0,2001.0,67.0,620.0,9.25373134328358,3.798130841121495,0.4766355140186916,8.157894736842104,97.98,0.1375,2135.8701,1.4849,0.1919,0.0734,0.8315,21.8848,2844.0436,20.5807,176000.0,1,North
0,0,2005.0,53.0,395.0,7.452830188679245,3.8853333333333335,0.4506666666666666,4.647058823529412,95.13,0.1432,1776.5542,1.1526,0.3356,0.0688,0.7944,35.3843,2199.0374,41.2882,141791.0,1,North
1,1,2002.0,109.0,854.0,7.834862385321101,3.868286445012788,0.5281329923273658,4.227722772277228,99.96,0.1345,1882.7936,1.5841,0.276,0.0706,0.226,34.5025,2336.746,31.1687,202849.0,1,North
0,0,2001.0,5.0,27.0,5.4,3.96,0.6,27.0,184.57,0.0909,1408.953,1.3466,0.0365,0.05,0.297,5.6679,2712.6247,2.1644,202626.0,0,North
0,1,2001.0,12.0,133.0,11.083333333333334,4.212389380530974,0.4867256637168141,8.866666666666667,88.86,0.1259,2078.6719,1.3998,0.1182,0.0704,0.8559,18.2732,2768.3358,10.5963,166842.0,0,North
4,0,2078.0,16.0,107.0,6.6875,3.819277108433735,0.6385542168674698,13.375,87.94,0.126,1440.4909,1.1963,0.1294,0.0617,0.8783,20.1595,1832.789,11.3995,56453.0,0,North
6,0,2005.0,78.0,702.0,9.0,3.995426829268293,0.4878048780487805,7.8,90.95,0.1496,1865.6895,1.3738,0.2098,0.0706,0.8396,24.1755,2472.1731,22.3783,232986.0,1,Lazio
4,0,2021.0,64.0,560.0,8.75,3.904276985743381,0.5356415478615071,7.887323943661972,91.11,0.1352,1598.3568,1.1612,0.2352,0.064,0.9264,30.6191,2376.3242,25.842,197000.0,0,Lazio
2,0,2005.0,77.0,670.0,8.7012987012987,3.974481658692185,0.5023923444976076,7.127659574468085,89.99,0.1369,1722.0892,1.2573,0.1822,0.0644,0.9077,25.8288,2396.9596,18.6152,219707.0,1,Lazio
3,1,2021.0,91.0,745.0,8.186813186813186,4.139751552795032,0.5015527950310559,6.422413793103448,89.01,0.1352,1385.3487,1.3169,0.3189,0.0577,0.9579,35.8507,2504.2157,37.0906,233386.0,0,Lazio
4,0,1925.0,69.0,630.0,9.130434782608695,4.401834862385321,0.5688073394495413,7.159090909090909,178.21,0.1518,2258.2499,1.2641,0.1674,0.0806,0.8627,26.7745,2483.8954,17.0137,208000.0,1,Lazio
1,0,2078.0,61.0,540.0,8.852459016393443,3.916839916839917,0.501039501039501,7.9411764705882355,94.05,0.0839,571.4957,1.161,0.0903,0.0308,0.9643,11.8011,2205.815,6.7537,224399.0,0,Lazio
2,0,2065.0,73.0,702.0,9.616438356164384,3.99375,0.5046875,7.237113402061856,88.05,0.1463,1858.7134,1.3129,0.2154,0.0681,0.9185,24.7053,2599.2343,23.5262,268346.0,1,Lazio
2,0,2021.0,67.0,589.0,8.791044776119403,4.11529933481153,0.6208425720620843,10.155172413793103,139.87,0.1546,1481.1799,1.4848,0.277,0.0599,0.8477,23.27,2840.0257,31.4153,196500.0,0,Lazio
3,0,2007.0,76.0,682.0,8.973684210526315,3.855140186915888,0.4485981308411215,5.73109243697479,95.98,0.0906,926.7441,1.3989,0.1071,0.0407,0.9411,16.628,2310.7377,8.4446,216399.0,0,Lazio
30,0,2023.0,93.0,1337.0,14.376344086021506,4.046711153479504,0.5481410867492851,7.958333333333333,70.02,0.1454,1971.014,1.5135,0.2494,0.0701,0.8921,31.071,2264.1803,27.1938,283768.0,1,Lazio
0,0,2005.0,71.0,641.0,9.028169014084508,4.072933549432739,0.4781199351701782,6.047169811320755,89.03,0.1315,1277.8803,1.2769,0.172,0.0535,0.872,19.4185,2426.1859,17.5443,248089.0,0,Lazio
0,0,1921.0,67.0,439.0,6.552238805970149,4.316455696202532,0.4987341772151898,6.183098591549296,110.43,0.1426,1303.7229,1.0891,0.2278,0.0559,0.8933,22.8565,2226.9483,24.8287,216493.0,0,Lazio
0,0,2021.0,59.0,569.0,9.64406779661017,3.9269911504424777,0.5553097345132744,4.702479338842975,140.09,0.1722,2659.9518,1.4479,0.213,0.091,0.8055,24.685,2963.4752,23.2211,134120.0,0,Lazio
4,0,2075.0,67.0,517.0,7.7164179104477615,4.7444444444444445,0.6944444444444444,16.677419354838708,135.2,0.1651,2103.2424,1.4092,0.1909,0.0791,0.8433,23.2484,2864.3161,20.1248,188444.0,1,Lazio
3,0,1929.0,89.0,948.0,10.651685393258427,3.8302872062663194,0.5509138381201044,12.64,90.94,0.1456,2141.3681,1.3918,0.2543,0.0775,0.8662,33.13,2453.5018,28.695,219053.0,1,Lazio
2,0,2016.0,98.0,517.0,5.275510204081633,4.176829268292683,0.5528455284552846,7.7164179104477615,99.91,0.1647,2274.2018,1.3421,0.2738,0.083,0.8104,34.9594,2535.4677,31.6568,181894.0,0,Lazio
0,0,2005.0,41.0,329.0,8.024390243902438,4.366336633663367,0.5016501650165016,6.714285714285714,95.03,0.1645,2525.5712,1.3675,0.161,0.0853,0.7832,21.0977,2104.2027,15.8692,169453.0,1,Lazio
0,2,2021.0,51.0,427.0,8.372549019607844,4.819935691318328,0.6366559485530546,10.414634146341465,88.04,0.1579,1976.2379,1.6126,0.25,0.0746,0.8585,24.0964,3185.5618,27.9411,125613.0,0,Lazio
8,1,2021.0,67.0,621.0,9.26865671641791,3.860655737704918,0.5573770491803278,8.746478873239436,84.99,0.1713,2527.556,1.2536,0.1931,0.0894,0.8721,26.0908,2225.8052,20.1128,226626.0,0,Lazio
0,0,1928.0,61.0,638.0,10.459016393442624,4.867647058823529,0.6911764705882353,8.73972602739726,131.98,0.1305,1305.4333,1.4451,0.276,0.0509,0.9033,20.9365,2928.0015,31.5255,196786.0,0,Lazio
0,0,2021.0,41.0,452.0,11.024390243902438,4.115183246073299,0.5104712041884817,7.174603174603175,87.74,0.1388,1757.4858,1.1043,0.2009,0.0662,0.8723,27.4293,2368.3551,21.9334,170382.0,1,Lazio
29,2,2012.0,111.0,1070.0,9.63963963963964,3.901273885350319,0.4925690021231422,6.9480519480519485,83.26,0.1318,1913.7101,1.2585,0.1068,0.0704,0.878,20.4145,2369.0122,8.6737,234000.0,1,Lazio
7,6,2021.0,104.0,662.0,6.365384615384615,4.549199084668192,0.7505720823798627,31.52380952380953,83.0,0.1459,1807.577,1.4229,0.2211,0.0682,0.8693,20.071,3325.9058,24.3275,195920.0,1,Lazio
6,5,2021.0,50.0,298.0,5.96,4.392452830188679,0.5509433962264151,6.622222222222222,135.2,0.1303,1804.2105,1.4348,0.2166,0.0711,0.7582,20.7984,3079.8499,24.0684,130132.0,1,Lazio
0,0,2021.0,50.0,355.0,7.1,4.544615384615384,0.48,6.69811320754717,95.01,0.1379,1629.9935,1.3958,0.2093,0.0577,0.8944,19.1093,2983.4999,23.7229,202186.0,0,Lazio
4,0,1904.0,98.0,798.0,8.142857142857142,3.9943661971830986,0.4802816901408451,6.138461538461539,91.99,0.1323,1650.0575,1.4338,0.2177,0.0646,0.8689,22.6213,3171.8756,23.4858,241626.0,1,Lazio
1,0,2021.0,64.0,598.0,9.34375,4.464285714285714,0.5567226890756303,8.191780821917808,95.88,0.1512,1941.6624,1.4541,0.2856,0.0703,0.8346,25.4517,3080.5335,33.6261,184626.0,0,Lazio
1,1,2021.0,87.0,647.0,7.436781609195402,3.940384615384616,0.5788461538461539,5.675438596491228,134.98,0.1545,2684.7853,1.3651,0.2039,0.0856,0.7741,20.8126,2820.6912,22.5897,173555.0,0,Lazio
1,0,2020.0,71.0,493.0,6.943661971830986,4.4,0.4563380281690141,7.584615384615384,129.62,0.0983,1202.4635,1.3807,0.2552,0.0459,0.8167,18.2909,3205.2427,29.4986,199053.0,1,Lazio
0,0,2005.0,75.0,635.0,8.466666666666667,4.119658119658119,0.5025641025641026,5.474137931034483,93.91,0.1289,1726.713,1.2313,0.1919,0.0664,0.8966,22.8525,2972.0353,20.2203,282000.0,0,Lazio
2,1,2001.0,92.0,1020.0,11.08695652173913,4.205707491082046,0.5184304399524375,10.96774193548387,97.21,0.086,1145.9875,1.2727,0.3216,0.041,0.9412,34.9703,2374.6176,37.9401,246000.0,1,Lazio
6,2,1916.0,52.0,442.0,8.5,4.229468599033816,0.5410628019323671,6.8,95.1,0.1251,1632.0992,1.299,0.226,0.0593,0.8946,31.5755,2074.8869,24.3353,177354.0,1,Lazio
0,0,2021.0,56.0,418.0,7.464285714285714,4.446913580246914,0.491358024691358,6.966666666666667,81.99,0.1467,2387.3672,1.4031,0.2122,0.0799,0.8293,26.418,2611.0785,22.999,219512.0,0,Lazio
10,2,2006.0,139.0,1053.0,7.575539568345324,4.202224469160768,0.5257836198179979,8.038167938931299,100.02,0.1337,1732.712,1.397,0.2657,0.0634,0.8901,33.1979,2286.3499,29.2091,321782.0,1,Lazio
6,0,2021.0,78.0,848.0,10.871794871794872,3.828660436137071,0.5887850467289719,13.901639344262296,139.87,0.1546,1481.1799,1.4848,0.277,0.0599,0.8477,23.27,2840.0257,31.4153,168493.0,0,Lazio
0,0,2005.0,44.0,376.0,8.545454545454545,3.863372093023256,0.5058139534883721,6.372881355932203,96.97,0.0984,1432.861,1.0917,0.1546,0.05,0.9017,20.4043,1782.6777,14.3438,151693.0,1,Lazio
0,0,2007.0,17.0,154.0,9.058823529411764,3.9057971014492754,0.4855072463768116,7.333333333333333,147.78,0.0876,796.8009,1.1504,0.2511,0.0327,0.931,25.1412,2094.5277,27.339,75933.0,0,Lazio
2,0,2011.0,47.0,411.0,8.74468085106383,4.292803970223325,0.4962779156327543,4.724137931034483,94.88,0.1175,1599.6214,1.422,0.1607,0.0583,0.9335,17.2762,3110.1638,16.0292,124644.0,1,Lazio
2,1,2021.0,80.0,557.0,6.9625,4.0,0.5797413793103449,5.157407407407407,135.56,0.1593,2640.4455,1.4217,0.2199,0.0851,0.8088,19.6833,2856.8946,24.4793,202000.0,0,Lazio
1,0,2005.0,83.0,692.0,8.337349397590362,4.149917627677101,0.4563426688632619,8.759493670886076,88.99,0.1448,1392.2006,1.2452,0.2026,0.0602,0.9187,26.6554,2586.0369,20.9728,232986.0,1,Lazio
0,0,2021.0,64.0,381.0,5.953125,4.222535211267606,0.4901408450704225,14.653846153846152,145.99,0.134,1978.9462,1.3225,0.2206,0.0682,0.8441,22.3462,2840.8137,24.2726,171880.0,0,Lazio
0,1,2005.0,114.0,1018.0,8.929824561403509,4.029933481152994,0.5787139689578714,9.695238095238096,88.02,0.1764,2675.5772,1.41,0.2111,0.0942,0.8212,26.3535,2199.152,22.1497,306480.0,1,Lazio
4,0,2080.0,71.0,664.0,9.352112676056338,3.8550247116968697,0.4843492586490939,5.579831932773109,93.96,0.1477,2584.8572,1.4668,0.1819,0.0823,0.7664,23.1614,2413.0594,19.0798,206186.0,1,Lazio
2,0,2016.0,51.0,360.0,7.0588235294117645,4.2477611940298505,0.573134328358209,6.315789473684211,94.92,0.1647,2902.9285,1.2516,0.1576,0.0943,0.8255,29.4898,2228.2034,15.3107,162052.0,1,Lazio
1,7,2022.0,81.0,756.0,9.333333333333334,4.037209302325581,0.5550387596899224,10.5,89.99,0.1455,1708.8237,1.3295,0.2553,0.0683,0.9034,37.3024,2677.7769,28.3374,220213.0,1,Lazio
0,0,2021.0,39.0,265.0,6.794871794871795,4.1233480176211454,0.4625550660792951,6.794871794871795,84.96,0.1501,2116.1357,1.4252,0.1953,0.0689,0.7771,21.4813,3147.8941,21.0333,135373.0,0,Lazio
4,0,2075.0,96.0,864.0,9.0,4.149812734082397,0.5443196004993758,8.64,99.95,0.1087,1277.9156,1.3931,0.3543,0.0495,0.9022,35.0371,2056.9317,42.4001,285094.0,1,Lazio
0,0,2012.0,63.0,523.0,8.301587301587302,4.241935483870968,0.4858870967741935,6.011494252873563,166.2,0.1566,2358.1709,1.2938,0.1769,0.0765,0.8108,22.2153,2552.076,17.9895,276173.0,1,Lazio
12,3,2012.0,136.0,1263.0,9.286764705882351,3.9315188762071993,0.533801580333626,6.131067961165049,118.52,0.1007,870.9817,1.2734,0.0621,0.0437,0.8852,5.362,3639.8285,4.4156,132237.0,1,Lazio
0,0,2001.0,72.0,426.0,5.916666666666667,4.217616580310881,0.6813471502590673,10.923076923076923,83.97,0.108,1410.3126,1.2738,0.3697,0.0529,0.8785,40.4239,1650.0166,44.4742,171549.0,1,Lazio
5,0,2001.0,132.0,952.0,7.212121212121212,4.4298245614035086,0.5471491228070176,7.496062992125984,95.94,0.1111,1298.7846,1.3234,0.3472,0.0515,0.892,38.2391,2016.5979,41.315,326519.0,1,Lazio
8,0,2005.0,68.0,637.0,9.367647058823527,4.114782608695652,0.5234782608695652,7.768292682926829,95.7,0.1385,1870.1476,1.3762,0.1864,0.0698,0.9414,27.3565,2196.4974,18.269,171502.0,1,Lazio
0,11,2005.0,101.0,810.0,8.01980198019802,3.9818417639429313,0.4785992217898833,6.532258064516129,97.96,0.175,2474.2079,1.5239,0.1523,0.0895,0.8066,23.9386,2648.5394,14.5113,270746.0,1,Lazio
1,0,1998.0,97.0,747.0,7.701030927835052,4.1390532544378695,0.5502958579881657,8.586206896551724,86.83,0.1679,2491.4522,1.3605,0.1504,0.086,0.7976,24.5516,2237.9798,14.6942,180863.0,1,Lazio
6,0,2009.0,101.0,839.0,8.306930693069306,3.768617021276596,0.5186170212765957,6.2611940298507465,172.27,0.1823,2139.7052,1.2868,0.165,0.0853,0.8973,21.9265,2081.6378,15.3641,192600.0,0,Lazio
0,0,2055.0,57.0,495.0,8.68421052631579,3.772727272727273,0.5295454545454545,7.071428571428571,89.0,0.1404,2164.5638,1.4131,0.1839,0.0747,0.8434,21.1082,2597.8806,19.2472,194960.0,1,Lazio
10,0,2013.0,55.0,508.0,9.236363636363636,3.9888392857142856,0.5379464285714286,11.545454545454543,96.37,0.1184,1924.3981,1.2276,0.1837,0.069,0.8959,26.743,2217.7635,18.3811,159613.0,1,Lazio
2,0,2007.0,56.0,651.0,11.625,3.7459749552772807,0.5008944543828264,6.2,148.05,0.1498,1771.3618,1.4653,0.3519,0.0668,0.8089,42.049,2284.2697,41.6516,184666.0,0,Lazio
0,1,2022.0,62.0,520.0,8.387096774193548,4.061784897025172,0.5537757437070938,6.265060240963855,87.98,0.1378,2032.5947,1.4252,0.2448,0.071,0.863,28.5181,2786.9398,27.7292,205373.0,0,Lazio
1,0,1908.0,121.0,1035.0,8.553719008264462,4.203302373581011,0.4819401444788441,8.625,94.85,0.1452,1367.661,1.345,0.3577,0.059,0.8512,44.8838,2197.3528,42.4528,285799.0,0,Lazio
3,0,1933.0,107.0,918.0,8.57943925233645,3.916568742655699,0.5029377203290247,6.079470198675497,120.04,0.1543,2449.4978,1.2903,0.2111,0.0849,0.8391,32.2305,1697.1311,21.8751,256134.0,1,Lazio
4,0,2004.0,74.0,583.0,7.878378378378378,4.001824817518248,0.5218978102189781,7.571428571428571,90.99,0.1442,2349.3196,1.4093,0.2,0.0831,0.8412,33.8532,2767.0656,20.6194,168000.0,1,Lazio
1,0,1917.0,113.0,925.0,8.185840707964601,3.9850402761795167,0.5212888377445339,7.520325203252033,99.95,0.1389,1594.1155,1.5398,0.2693,0.0598,0.8644,25.9092,2792.1948,30.6999,379666.0,1,Lazio
0,0,2016.0,55.0,527.0,9.581818181818182,3.9014084507042255,0.5050301810865191,6.8441558441558445,88.05,0.1654,2695.7224,1.451,0.132,0.0977,0.82,17.0353,3204.5578,12.4483,190055.0,1,Lazio
1,0,2001.0,78.0,618.0,7.923076923076923,4.081494057724957,0.5415959252971138,6.866666666666666,99.48,0.117,1197.3198,1.3198,0.3683,0.0506,0.8852,38.84,1922.5251,44.2946,224000.0,1,Lazio
0,0,2016.0,54.0,441.0,8.166666666666666,4.314496314496314,0.5601965601965602,9.0,86.01,0.1609,2291.9201,1.2971,0.1537,0.0856,0.8539,25.3487,2267.0705,14.5371,178050.0,0,Lazio
1,1,2022.0,64.0,590.0,9.21875,4.025316455696203,0.4156118143459915,8.55072463768116,97.98,0.1251,1256.9079,1.3282,0.2472,0.0515,0.8949,25.1461,2681.617,27.6049,191213.0,1,Lazio
5,1,2067.0,83.0,780.0,9.397590361445785,3.929264909847434,0.5242718446601942,7.090909090909091,89.98,0.1384,1724.5078,1.3172,0.2891,0.0658,0.9563,32.311,2173.8853,32.3649,219707.0,1,Lazio
