swear_IT,swear_EN,year,n_sentences,n_tokens,tokens_per_sent,char_per_tok,lexical_density,avg_token_per_clause,bpm,centroid,rolloff,flux,rms,zcr,flatness,spectral_complexity,pitch,loudness,duration_ms,explicit,marco-zones
5,3,2021.0,66.0,722.0,10.93939393939394,3.9878682842287696,0.537261698440208,9.256410256410255,161.99,0.1583,1972.626,1.3092,0.3042,0.0752,0.8657,38.2833,1918.7904,35.6152,197693.0,1,North
0,0,2014.0,53.0,459.0,8.660377358490566,4.00453514739229,0.4625850340136054,6.557142857142857,91.92,0.1248,1496.7986,1.0939,0.2836,0.0591,0.8413,37.2698,1721.2857,32.0475,255200.0,0,North
2,1,2012.0,34.0,324.0,9.529411764705882,4.095394736842105,0.5,5.586206896551724,172.27,0.1324,1356.8614,1.0775,0.2723,0.0586,0.8127,37.9788,1753.9365,31.0378,202680.0,1,North
0,1,2019.0,56.0,393.0,7.017857142857143,3.9715099715099713,0.5498575498575499,6.775862068965517,89.09,0.1107,822.9498,1.2717,0.289,0.0391,0.967,34.5441,2645.5185,31.9571,145966.0,1,North
0,0,2014.0,52.0,444.0,8.538461538461538,4.119617224880383,0.4880382775119617,6.253521126760563,88.22,0.1283,1749.4127,1.1131,0.2356,0.0669,0.8949,39.3041,1874.1825,25.3712,223293.0,0,North
1,1,2014.0,62.0,535.0,8.629032258064516,3.8181818181818175,0.4297520661157025,9.553571428571429,87.21,0.1452,1987.5954,1.1307,0.2447,0.0736,0.8188,47.4242,2070.3958,26.2373,206920.0,0,North
1,3,2093.0,88.0,724.0,8.227272727272727,4.15527950310559,0.5248447204968945,6.5225225225225225,92.02,0.1494,1222.0695,1.1933,0.2173,0.0574,0.8886,28.927,2697.4477,22.6686,222746.0,0,North
0,0,1952.0,56.0,395.0,7.053571428571429,3.9606299212598426,0.5538057742782152,6.171875,83.02,0.11,967.2424,1.1378,0.2971,0.0432,0.9127,27.957,1953.796,33.7908,244877.0,1,North
2,0,2012.0,73.0,623.0,8.534246575342467,3.983443708609271,0.4950331125827814,5.990384615384615,92.89,0.1606,1696.1415,1.2387,0.2792,0.0699,0.8358,33.7532,2442.031,31.2861,220266.0,0,North
0,0,2021.0,61.0,538.0,8.819672131147541,3.700956937799043,0.5741626794258373,8.966666666666667,80.03,0.1606,2346.0528,1.2784,0.2538,0.0823,0.8266,32.3939,2180.0859,29.0774,172515.0,1,North
4,0,2021.0,68.0,653.0,9.602941176470589,3.8608349900596415,0.5606361829025845,8.1625,140.2,0.1681,1924.3148,1.3787,0.297,0.0748,0.8857,38.5896,2204.0885,33.9507,178846.0,1,North
5,0,2021.0,60.0,746.0,12.433333333333334,3.638888888888889,0.4555555555555555,8.987951807228916,132.25,0.1386,1514.7673,1.087,0.2487,0.0661,0.9154,39.7049,1461.571,26.2973,172080.0,1,North
2,0,2083.0,58.0,558.0,9.620689655172416,4.09433962264151,0.490566037735849,6.269662921348314,172.27,0.1874,2441.0313,1.2428,0.2639,0.0915,0.8089,41.2378,2152.2341,29.7888,197680.0,1,North
0,0,2012.0,60.0,421.0,7.016666666666667,4.180929095354523,0.491442542787286,6.578125,152.61,0.146,1606.945,1.0581,0.2657,0.0679,0.857,43.029,2090.5034,29.5457,223706.0,0,North
1,0,2062.0,89.0,650.0,7.303370786516854,4.221311475409836,0.5180327868852459,7.065217391304348,92.9,0.1693,2059.4776,1.3545,0.2858,0.0794,0.8486,38.9299,1954.9052,32.1193,122526.0,1,North
2,0,2012.0,51.0,460.0,9.019607843137257,4.255269320843091,0.550351288056206,6.301369863013699,92.95,0.1426,1396.9496,1.2899,0.2816,0.0599,0.9049,36.5287,2297.5113,31.5483,208880.0,1,North
1,0,2065.0,59.0,546.0,9.254237288135592,3.7803468208092488,0.4547206165703275,6.348837209302325,106.97,0.1719,1909.7268,1.2829,0.3244,0.0775,0.7592,47.2954,1983.1089,37.7139,170933.0,0,North
1,0,2014.0,59.0,500.0,8.474576271186441,4.382795698924731,0.5118279569892473,5.555555555555555,178.21,0.177,1835.872,1.3803,0.2942,0.0821,0.8162,32.8578,2090.7862,32.9717,162680.0,0,North
1,1,2014.0,71.0,481.0,6.774647887323944,4.255369928400954,0.4940334128878281,5.344444444444444,89.94,0.1499,1837.4965,1.2168,0.2397,0.072,0.8105,38.0952,2138.265,25.9008,240166.0,0,North
0,0,2010.0,76.0,666.0,8.763157894736842,3.92156862745098,0.4852941176470588,5.791304347826087,82.32,0.1728,2293.055,1.1469,0.2302,0.0904,0.8568,38.6125,1903.7176,24.2387,197446.0,0,North
4,0,2015.0,42.0,402.0,9.571428571428571,4.300275482093664,0.5564738292011019,6.813559322033898,88.92,0.1664,2232.245,1.306,0.3512,0.0795,0.6569,46.8624,2196.9018,42.7265,142550.0,0,North
1,0,2012.0,72.0,566.0,7.861111111111111,4.039473684210527,0.4530075187969924,5.099099099099099,123.17,0.1534,1662.0642,1.2041,0.2615,0.0707,0.8712,32.5878,1814.9501,28.7284,241506.0,0,North
0,0,2014.0,51.0,406.0,7.96078431372549,3.967005076142132,0.3883248730964467,7.25,94.91,0.1591,1847.2776,1.2278,0.2608,0.0761,0.8185,36.4978,1930.2044,28.6134,176586.0,0,North
0,0,1918.0,56.0,514.0,9.178571428571429,3.834016393442623,0.4549180327868852,6.589743589743589,87.9,0.1578,1445.5893,1.2998,0.218,0.0635,0.928,27.0664,2480.1165,22.5582,166000.0,1,North
1,0,2008.0,83.0,746.0,8.987951807228916,3.901388888888889,0.4402777777777777,7.852631578947369,85.91,0.1133,1307.8602,0.9365,0.0944,0.0606,0.9328,18.4853,1760.1961,7.7725,260765.0,1,North
0,1,2012.0,65.0,505.0,7.769230769230769,4.263982102908278,0.5346756152125279,11.744186046511627,87.97,0.1514,2073.0125,1.2791,0.245,0.075,0.2253,37.0089,1695.4795,25.9775,277447.0,1,North
8,0,2015.0,93.0,755.0,8.118279569892474,4.018072289156627,0.5542168674698795,7.704081632653061,163.86,0.1793,2431.3506,1.39,0.2734,0.0871,0.7659,37.9422,2228.2336,30.8457,182500.0,0,North
2,1,2015.0,51.0,437.0,8.568627450980392,4.264851485148514,0.5594059405940595,4.698924731182796,86.55,0.1204,1421.6811,1.2298,0.285,0.056,0.8067,24.1003,2700.0016,34.0168,207630.0,0,North
3,0,2010.0,70.0,644.0,9.2,4.107142857142857,0.5238095238095238,8.363636363636363,90.06,0.1504,1760.889,1.248,0.2668,0.0686,0.8939,27.3177,2493.5051,30.3667,157549.0,0,North
1,0,2015.0,61.0,531.0,8.704918032786885,4.121848739495798,0.5168067226890757,8.045454545454545,111.94,0.1999,3814.8729,1.3873,0.2527,0.1265,0.595,44.789,2036.9125,28.0722,178306.0,0,North
3,0,2015.0,78.0,601.0,7.705128205128205,4.032727272727273,0.5345454545454545,5.834951456310679,123.93,0.1706,1975.7419,1.5918,0.3082,0.0773,0.8305,34.0206,2862.4416,35.7151,176000.0,1,North
5,2,2012.0,72.0,625.0,8.680555555555555,4.249560632688928,0.5448154657293497,8.116883116883116,172.27,0.1557,1971.7251,1.2366,0.2671,0.076,0.9268,40.8209,2528.2187,29.2887,113053.0,1,North
0,0,2008.0,83.0,732.0,8.819277108433734,4.121776504297994,0.4541547277936962,6.0,89.96,0.1399,1543.3548,1.2245,0.2425,0.0618,0.9246,33.2886,2078.0327,26.3753,238799.0,1,North
0,0,2008.0,69.0,654.0,9.478260869565217,3.46896551724138,0.4896551724137931,8.384615384615385,120.06,0.1476,1452.6315,1.3834,0.2829,0.0617,0.8801,36.3426,2128.0117,31.8928,277594.0,1,North
1,0,2013.0,59.0,558.0,9.457627118644067,4.20817843866171,0.4795539033457249,6.065217391304348,84.76,0.1062,844.7378,1.1564,0.1896,0.0423,0.959,21.6679,2097.0119,18.7668,265454.0,0,North
2,0,2012.0,21.0,190.0,9.047619047619047,4.158469945355192,0.4972677595628415,7.916666666666667,90.0,0.1428,1071.5463,1.0539,0.2997,0.0541,0.9338,43.2489,2371.9595,33.9583,219707.0,1,North
6,0,2010.0,84.0,777.0,9.25,3.968876860622463,0.5060893098782138,5.798507462686567,104.97,0.1586,1477.1848,1.3078,0.2383,0.0659,0.916,29.9471,2025.6265,25.0941,182500.0,0,North
1,0,2058.0,96.0,692.0,7.208333333333333,4.599690880989181,0.5471406491499228,6.98989898989899,95.99,0.13,1887.7793,1.3606,0.2544,0.0695,0.8931,33.8,2126.3026,27.853,204706.0,1,North
3,0,2008.0,52.0,464.0,8.923076923076923,4.206496519721577,0.5522041763341067,6.025974025974026,92.05,0.1569,2515.1465,1.2857,0.1919,0.0855,0.9148,36.4382,1856.5292,19.1116,203124.0,1,North
4,1,2010.0,64.0,472.0,7.375,3.9407894736842106,0.418859649122807,6.293333333333333,93.81,0.1403,1402.6626,1.2015,0.1961,0.0597,0.9261,29.3689,1804.0514,20.0819,207615.0,0,North
0,1,2012.0,72.0,557.0,7.736111111111111,4.079922027290448,0.5730994152046783,7.63013698630137,88.53,0.1465,2351.4198,1.2198,0.267,0.08,0.9357,48.6237,2144.9916,28.9948,225600.0,0,North
7,0,2008.0,80.0,677.0,8.4625,3.9430894308943087,0.5170731707317073,6.572815533980583,86.41,0.1826,2146.5103,1.1791,0.2782,0.0901,0.8733,43.1517,2089.1994,31.0486,228000.0,0,North
4,1,2010.0,71.0,684.0,9.633802816901408,4.071097372488408,0.4961360123647604,5.2615384615384615,87.09,0.1543,1969.0474,1.3146,0.2768,0.0758,0.871,44.1315,1723.2976,30.8839,239756.0,0,North
0,0,2008.0,61.0,520.0,8.524590163934427,3.9655172413793114,0.4949290060851927,10.196078431372548,95.99,0.1669,1588.5693,1.2042,0.276,0.0725,0.9209,38.3027,2121.0543,30.916,214000.0,1,North
0,0,2008.0,64.0,558.0,8.71875,4.391866913123844,0.4972273567467652,5.41747572815534,90.91,0.1581,2188.0616,1.2458,0.1886,0.0824,0.8929,32.8211,1967.3294,19.3332,199253.0,1,North
6,0,2012.0,43.0,356.0,8.279069767441861,4.253086419753086,0.5432098765432098,6.033898305084746,99.64,0.1545,2712.6077,1.4189,0.1815,0.095,0.8475,31.3707,2743.6203,18.1818,227889.0,1,North
2,0,1969.0,59.0,557.0,9.440677966101696,4.001897533206831,0.5123339658444023,7.957142857142857,78.5,0.1788,1903.4869,1.1664,0.2575,0.0831,0.901,41.8097,1906.4964,28.0185,223016.0,1,North
0,0,2008.0,64.0,509.0,7.953125,4.498947368421053,0.4842105263157895,6.283950617283951,94.96,0.1591,2585.02,1.2479,0.2257,0.0914,0.8677,41.1784,1866.8876,23.7856,224850.0,1,North
0,0,2008.0,78.0,664.0,8.512820512820513,4.081377151799687,0.4726134585289515,6.384615384615385,85.96,0.168,2321.9647,1.3504,0.1896,0.0867,0.8584,30.5569,1749.9653,19.3326,223430.0,1,North
4,0,2012.0,94.0,625.0,6.648936170212766,4.759469696969697,0.5265151515151515,7.621951219512195,118.6,0.1476,1452.6315,1.3834,0.2829,0.0617,0.8801,36.3426,2128.0117,31.8928,239285.0,0,North
1,0,2012.0,54.0,459.0,8.5,4.155172413793103,0.5467980295566502,7.524590163934426,92.94,0.1318,1515.9531,1.3442,0.3016,0.0568,0.9505,36.4455,2417.9947,34.0976,283400.0,1,North
0,0,2019.0,81.0,597.0,7.37037037037037,4.022687609075043,0.525305410122164,5.2368421052631575,142.99,0.1146,1472.482,1.1942,0.235,0.0564,0.9036,32.3312,2140.1998,25.3487,168600.0,0,North
3,1,2008.0,52.0,484.0,9.307692307692308,3.868008948545861,0.5033557046979866,8.8,152.03,0.1402,1842.2676,1.1964,0.2125,0.0701,0.887,36.2214,2303.295,22.4144,280000.0,1,North
5,1,2024.0,48.0,403.0,8.395833333333334,3.809968847352025,0.4859813084112149,8.395833333333334,103.98,0.157,2353.3297,1.5933,0.2017,0.0848,0.8509,19.5767,2853.9773,20.9176,148334.0,1,North
2,0,2015.0,53.0,362.0,6.830188679245283,4.1789772727272725,0.5,6.241379310344827,83.96,0.1275,1188.7593,1.2751,0.2682,0.0531,0.9545,34.1004,2577.4304,29.4518,177226.0,0,North
3,0,2008.0,76.0,688.0,9.052631578947368,3.871715610510047,0.5162287480680062,6.88,150.06,0.1628,1690.6615,1.2165,0.2603,0.0746,0.9305,41.1683,2087.9288,28.4171,263369.0,1,North
8,8,2008.0,92.0,774.0,8.41304347826087,3.9972183588317103,0.5104311543810849,6.730434782608696,84.01,0.1795,1825.8193,1.2008,0.2196,0.081,0.9312,37.2691,1976.8625,22.7386,270988.0,1,North
3,1,2008.0,16.0,147.0,9.1875,4.384057971014493,0.5434782608695652,7.0,154.88,0.1545,1770.6569,1.1688,0.1858,0.0753,0.8775,36.0826,1641.3099,18.7568,159150.0,1,North
2,0,2022.0,20.0,153.0,7.65,4.043478260869565,0.572463768115942,5.275862068965517,67.52,0.1467,1710.7889,1.2139,0.2503,0.0679,0.844,29.2291,2352.3979,28.4773,233893.0,1,North
0,0,1968.0,75.0,681.0,9.08,4.013377926421405,0.5066889632107023,5.628099173553719,90.01,0.1528,1956.6871,1.2197,0.2126,0.078,0.8707,34.4248,1580.0421,21.8567,208604.0,1,North
2,1,1943.0,21.0,199.0,9.476190476190476,3.7062146892655368,0.4858757062146893,7.653846153846154,107.02,0.172,1671.817,1.4717,0.2769,0.0646,0.8774,24.6858,1759.9861,30.9291,304480.0,1,North
2,0,2008.0,59.0,596.0,10.101694915254235,3.814814814814815,0.4532627865961199,6.273684210526316,79.92,0.1824,2410.0012,1.2189,0.1935,0.0898,0.2048,37.0226,1911.4702,19.1294,267644.0,0,North
0,0,2008.0,69.0,651.0,9.434782608695652,3.884552845528455,0.5073170731707317,7.233333333333333,162.14,0.1422,1612.3674,1.3841,0.2347,0.0633,0.8838,29.211,2271.0077,24.9766,162742.0,0,North
2,2,2008.0,85.0,660.0,7.764705882352941,3.8077544426494345,0.4943457189014539,5.84070796460177,92.04,0.1404,1366.9972,1.2732,0.2645,0.0594,0.9195,36.5953,2139.4698,29.0369,231633.0,1,North
2,0,2009.0,86.0,864.0,10.046511627906977,3.853846153846154,0.4371794871794872,6.215827338129497,163.84,0.1342,868.569,1.2206,0.2973,0.0462,0.9515,35.3578,2379.8152,33.875,215373.0,1,North
0,0,1937.0,73.0,581.0,7.958904109589041,3.9059040590405902,0.5202952029520295,5.481132075471698,93.83,0.1337,1304.591,1.2656,0.2225,0.0561,0.9099,24.3537,2516.6496,24.71,198960.0,1,North
7,0,2008.0,53.0,469.0,8.849056603773585,3.741854636591478,0.5639097744360902,8.527272727272727,90.83,0.1732,2592.2633,1.1961,0.182,0.0949,0.7545,31.6914,1689.1379,18.7843,182537.0,1,North
0,0,2012.0,28.0,268.0,9.571428571428571,4.091633466135458,0.4661354581673306,6.536585365853658,89.86,0.1323,1936.52,1.2533,0.2323,0.0732,0.915,31.6574,2170.0398,24.4002,228346.0,0,North
4,2,2009.0,82.0,487.0,5.939024390243903,4.705747126436782,0.6206896551724138,8.116666666666667,162.92,0.1577,1910.3616,1.3658,0.248,0.0741,0.8462,36.2725,1656.2276,26.7758,249051.0,1,North
1,0,2010.0,63.0,673.0,10.682539682539682,3.799065420560748,0.4719626168224299,5.65546218487395,143.85,0.147,1037.8535,1.1476,0.2484,0.0502,0.9393,35.4855,2008.1067,26.461,261377.0,1,North
0,0,2009.0,77.0,722.0,9.376623376623376,3.8955453149001538,0.5023041474654378,4.688311688311688,87.96,0.1448,1684.1019,1.3354,0.2392,0.0655,0.905,31.1748,1903.7489,25.9264,326068.0,0,North
5,0,1922.0,82.0,744.0,9.073170731707316,3.963172804532578,0.5070821529745042,5.095890410958904,104.92,0.143,1599.8587,1.2969,0.2372,0.065,0.2589,30.9533,2040.6722,24.9055,179802.0,0,North
4,0,1967.0,46.0,426.0,9.26086956521739,4.051813471502591,0.5233160621761658,7.888888888888889,97.06,0.1586,2038.1752,1.6906,0.2353,0.077,0.2119,29.766,3048.0029,25.4172,150933.0,0,North
2,0,2022.0,25.0,154.0,6.16,3.95945945945946,0.5067567567567568,5.5,135.5,0.1552,2054.9631,1.2156,0.269,0.0767,0.8368,34.7357,2088.7077,30.6954,233893.0,1,North
1,0,2065.0,28.0,282.0,10.071428571428571,3.996062992125984,0.531496062992126,6.266666666666667,172.27,0.1705,1772.6776,1.4845,0.2777,0.073,0.9232,28.8393,2012.3101,30.5392,188201.0,1,North
0,0,2017.0,32.0,207.0,6.46875,3.297560975609756,0.1853658536585365,20.7,162.1,0.1396,1391.7085,1.1803,0.2425,0.059,0.2148,33.8683,2055.6552,26.0043,152469.0,0,North
4,0,2018.0,49.0,472.0,9.63265306122449,3.997607655502392,0.507177033492823,8.137931034482758,121.93,0.0988,1147.0451,1.0336,0.1666,0.0452,0.9254,21.5802,2014.5712,16.686,192970.0,1,North
4,0,1911.0,51.0,361.0,7.078431372549019,3.853125,0.509375,8.204545454545455,165.05,0.0969,967.8472,1.1524,0.2015,0.039,0.8175,15.0834,2350.9342,22.0621,148192.0,0,North
0,0,2021.0,79.0,527.0,6.670886075949367,3.567676767676768,0.4202020202020202,5.728260869565218,112.54,0.118,1211.8322,1.1226,0.2933,0.0511,0.9287,30.7914,2300.7038,33.6161,211410.0,0,North
0,0,2021.0,68.0,629.0,9.25,3.539449541284404,0.4605504587155963,6.912087912087912,123.03,0.1222,1080.4644,1.285,0.2851,0.0437,0.9214,23.8964,2242.4991,32.3122,211498.0,0,North
0,0,2021.0,61.0,324.0,5.311475409836065,4.82824427480916,0.5992366412213741,9.529411764705882,130.51,0.116,1345.9115,1.1679,0.2465,0.0507,0.8684,28.7298,2115.5764,27.5577,194380.0,0,North
0,0,1927.0,47.0,268.0,5.702127659574468,4.047619047619048,0.5198412698412699,5.056603773584905,125.96,0.1168,971.3151,1.0464,0.1782,0.0456,0.9049,15.2131,2520.5922,17.9408,171602.0,0,North
0,0,2021.0,47.0,268.0,5.702127659574468,4.047619047619048,0.5198412698412699,5.056603773584905,125.96,0.1168,971.3151,1.0464,0.1782,0.0456,0.9049,15.2131,2520.5922,17.9408,187660.0,0,North
0,0,2021.0,57.0,381.0,6.684210526315789,4.01685393258427,0.5084269662921348,6.35,89.88,0.1177,1394.2476,1.197,0.2635,0.0524,0.8412,24.4096,2152.8054,30.6672,187274.0,0,North
1,0,2020.0,56.0,403.0,7.196428571428571,3.817589576547231,0.5700325732899023,6.60655737704918,122.11,0.1248,1381.9858,1.2801,0.2079,0.0532,0.8581,17.9257,2261.4417,22.9678,162857.0,1,North
2,0,2018.0,66.0,513.0,7.772727272727272,3.9293361884368303,0.5182012847965739,5.829545454545454,103.88,0.1196,1152.7101,1.1698,0.2211,0.0489,0.8882,21.4094,2438.2497,23.8183,233663.0,1,North
7,0,2020.0,56.0,545.0,9.732142857142858,3.2915717539863327,0.4646924829157175,9.083333333333334,161.78,0.1509,1717.1203,1.3085,0.2757,0.0653,0.9027,23.8562,2438.4379,31.1869,172682.0,1,North
6,0,2021.0,52.0,545.0,10.48076923076923,3.92798353909465,0.5061728395061729,6.488095238095238,93.53,0.1342,1936.7541,1.2285,0.1688,0.0686,0.8802,22.4386,1762.2524,17.0373,152187.0,1,North
1,0,2021.0,53.0,447.0,8.433962264150944,3.826196473551637,0.5062972292191436,5.451219512195122,143.0,0.1214,980.0118,1.0893,0.2746,0.046,0.9404,29.026,2124.6112,30.2331,163180.0,0,North
0,0,2021.0,54.0,360.0,6.666666666666667,4.117647058823529,0.4860681114551083,6.315789473684211,109.97,0.1568,1734.9432,1.2212,0.2936,0.0704,0.8498,36.3276,2101.0793,33.6299,209045.0,0,North
2,0,2021.0,67.0,419.0,6.253731343283582,4.337278106508876,0.4349112426035503,5.985714285714286,87.88,0.1238,1494.8297,1.1621,0.2347,0.0596,0.8833,29.7925,2158.0133,26.0988,192151.0,1,North
1,0,1931.0,72.0,455.0,6.319444444444445,3.6590389016018303,0.482837528604119,6.408450704225352,110.16,0.0902,664.6945,1.2439,0.2876,0.0327,0.9497,21.7828,2269.4558,32.8763,197253.0,1,North
2,1,2021.0,70.0,463.0,6.614285714285714,3.9168704156479217,0.5574572127139364,3.858333333333333,111.83,0.1264,1554.0493,1.0873,0.2348,0.059,0.9176,29.8715,2219.8019,25.3521,176425.0,1,North
0,0,2021.0,43.0,366.0,8.511627906976743,3.5255255255255253,0.5945945945945946,5.71875,117.97,0.1167,1058.1485,1.2822,0.2659,0.0457,0.8856,26.254,2569.8042,30.4499,185560.0,0,North
4,0,2019.0,59.0,503.0,8.525423728813559,4.0042918454935625,0.4978540772532189,6.797297297297297,147.91,0.1438,1760.1211,1.3338,0.1165,0.0635,0.8744,15.1174,2080.2107,9.654,131777.0,1,North
1,0,2021.0,45.0,365.0,8.11111111111111,3.9626168224299065,0.4236760124610592,8.488372093023257,99.12,0.1275,1037.4492,1.1109,0.2382,0.0494,0.9172,22.1352,2264.6799,25.6247,151463.0,1,North
3,0,1926.0,44.0,335.0,7.613636363636363,3.649122807017544,0.487719298245614,5.775862068965517,120.02,0.1124,1145.0101,1.1519,0.2436,0.0471,0.9278,27.9523,2181.4449,26.6546,148012.0,0,North
3,0,2021.0,48.0,409.0,8.520833333333334,4.277472527472527,0.5192307692307693,7.175438596491228,150.48,0.1378,1654.3113,1.2883,0.2648,0.0618,0.9088,29.6197,2049.9453,29.5644,156470.0,1,North
1,0,2021.0,54.0,435.0,8.055555555555555,3.969849246231156,0.4723618090452261,6.041666666666667,115.66,0.101,1079.3896,1.1038,0.1828,0.0444,0.9543,19.6638,2429.4086,18.2762,168603.0,1,North
3,0,2100.0,73.0,562.0,7.698630136986301,3.617529880478087,0.4641434262948207,7.394736842105263,118.09,0.0951,722.5238,1.277,0.234,0.0327,0.9504,17.8061,2805.8761,25.6684,213143.0,1,North
0,0,2023.0,54.0,297.0,5.5,3.892086330935251,0.4892086330935252,5.94,172.27,0.111,1170.0486,1.0104,0.2105,0.0492,0.9116,25.357,1970.9636,21.6515,213749.0,0,North
0,0,2020.0,47.0,268.0,5.702127659574468,4.047619047619048,0.5198412698412699,5.056603773584905,125.96,0.1168,971.3151,1.0464,0.1782,0.0456,0.9049,15.2131,2520.5922,17.9408,171602.0,0,North
0,0,2020.0,47.0,268.0,5.702127659574468,4.047619047619048,0.5198412698412699,5.056603773584905,125.96,0.1168,971.3151,1.0464,0.1782,0.0456,0.9049,15.2131,2520.5922,17.9408,187660.0,0,North
23,0,1960.0,70.0,532.0,7.6,4.238979118329467,0.4802784222737819,8.184615384615384,111.02,0.0909,937.5882,1.1065,0.1268,0.0392,0.9249,17.6574,1615.5205,11.1055,178513.0,1,North
0,0,2023.0,50.0,290.0,5.8,3.923636363636364,0.4618181818181818,4.833333333333333,85.87,0.1105,678.5844,1.1413,0.2281,0.0348,0.9566,17.6154,2162.7594,23.5998,178402.0,0,North
0,0,2023.0,49.0,377.0,7.693877551020408,4.105263157894737,0.5152354570637119,5.026666666666666,89.31,0.1352,1378.2084,1.1395,0.205,0.0566,0.9118,20.2262,2159.922,21.2013,163381.0,0,North
3,1,2023.0,50.0,401.0,8.02,3.956639566395664,0.4959349593495935,6.683333333333334,132.06,0.1344,1620.5015,1.2247,0.1866,0.0611,0.8505,23.7399,2577.0858,19.1491,163399.0,1,North
0,0,1950.0,33.0,152.0,4.606060606060606,4.032894736842105,0.4078947368421052,5.241379310344827,111.87,0.0832,714.932,0.9005,0.1656,0.0329,0.9237,14.9842,2278.4089,16.1084,282973.0,0,North
0,0,2023.0,44.0,340.0,7.727272727272728,3.5597269624573378,0.5085324232081911,5.0,105.99,0.088,585.0114,0.9438,0.2343,0.0288,0.9463,22.2605,2422.2145,25.2324,227502.0,0,North
0,0,2023.0,48.0,381.0,7.9375,3.8584070796460175,0.4749262536873156,11.545454545454543,89.98,0.1141,1092.677,1.1665,0.1892,0.0444,0.9166,17.8065,2245.7049,19.6428,208923.0,0,North
0,0,2088.0,36.0,347.0,9.63888888888889,4.229773462783172,0.459546925566343,5.17910447761194,165.61,0.1141,1105.4419,0.935,0.1246,0.0466,0.8864,13.5618,1953.1949,11.3375,260053.0,0,North
0,0,2023.0,56.0,320.0,5.714285714285714,3.5588235294117645,0.4673202614379085,7.111111111111111,99.68,0.1344,1105.3977,1.1464,0.2131,0.0494,0.8969,22.5344,1982.4098,21.8583,208100.0,0,North
1,0,2023.0,37.0,324.0,8.756756756756756,3.950819672131148,0.4950819672131147,4.628571428571429,91.95,0.1085,911.2566,1.1657,0.2004,0.0385,0.9349,18.853,2280.8702,20.7445,149499.0,1,North
0,0,2061.0,45.0,270.0,6.0,3.095435684647303,0.3402489626556016,5.869565217391305,109.91,0.0764,614.637,0.9625,0.2162,0.0273,0.9509,16.8444,2590.9802,22.1398,226042.0,0,North
0,0,2023.0,61.0,386.0,6.327868852459017,4.488372093023256,0.5174418604651163,6.655172413793103,142.05,0.1049,655.218,1.1042,0.2711,0.0334,0.929,29.5639,2485.468,31.1079,194366.0,0,North
1,0,1971.0,47.0,406.0,8.638297872340425,3.966555183946488,0.431438127090301,10.972972972972974,144.31,0.1117,1156.7921,1.2465,0.223,0.0438,0.8771,22.3595,2623.9207,24.455,225347.0,0,North
0,0,2022.0,62.0,596.0,9.612903225806452,3.4584837545126352,0.388086642599278,11.68627450980392,123.07,0.1267,1435.0835,1.1909,0.1779,0.0539,0.8679,19.7366,2187.0379,17.5369,194000.0,0,North
0,0,2023.0,82.0,412.0,5.024390243902439,3.671309192200557,0.4930362116991643,5.421052631578948,94.0,0.1358,891.9194,1.0782,0.2957,0.0467,0.926,31.3811,2380.3206,33.8971,194829.0,0,North
5,2,2022.0,47.0,461.0,9.808510638297872,4.1395348837209305,0.4697674418604651,6.402777777777778,147.91,0.1438,1760.1211,1.3338,0.1165,0.0635,0.8744,15.1174,2080.2107,9.654,188081.0,1,North
0,3,2024.0,54.0,346.0,6.407407407407407,3.5286624203821657,0.4968152866242038,6.528301886792453,135.04,0.1385,1689.5236,1.1606,0.224,0.0664,0.8959,31.5545,2088.8992,23.6776,192301.0,0,North
0,0,2022.0,39.0,305.0,7.82051282051282,4.358885017421603,0.5853658536585366,7.625,113.19,0.1137,1179.7204,1.0846,0.2294,0.0502,0.9299,28.4693,2358.7776,24.7863,229146.0,0,North
0,0,2023.0,23.0,174.0,7.565217391304348,4.078787878787879,0.503030303030303,8.7,87.82,0.1313,1264.2726,0.9851,0.1039,0.0537,0.8996,11.9642,1692.1795,8.7386,169773.0,0,North
1,0,2018.0,32.0,200.0,6.25,3.9947916666666665,0.515625,4.878048780487805,120.92,0.1027,1073.1806,1.1576,0.0662,0.05,0.9198,10.4088,1433.9528,4.4579,221631.0,1,North
1,1,2019.0,16.0,147.0,9.1875,4.044444444444444,0.5037037037037037,5.88,164.68,0.0909,1137.2384,1.3466,0.2397,0.0441,0.8998,21.6145,2364.855,25.4926,262440.0,0,North
3,0,2019.0,19.0,149.0,7.842105263157895,4.1716417910447765,0.5522388059701493,5.518518518518518,140.0,0.0938,1344.9038,1.2396,0.1089,0.0481,0.7529,11.6288,2172.4506,9.6372,202576.0,0,North
0,0,2020.0,32.0,307.0,9.59375,4.021978021978022,0.4652014652014652,8.527777777777779,99.98,0.1905,5179.1962,1.5736,0.0909,0.1629,0.5258,21.1846,2374.0666,7.1022,133760.0,1,North
1,0,1957.0,38.0,259.0,6.815789473684211,3.9375,0.51171875,6.317073170731708,178.21,0.1092,1060.9978,0.9948,0.0522,0.046,0.8893,9.0698,1646.9198,3.2747,218367.0,1,North
0,0,2020.0,21.0,147.0,7.0,4.559440559440559,0.5244755244755245,5.068965517241379,128.51,0.0945,853.8364,1.0132,0.2333,0.0382,0.9386,20.723,1715.4559,25.4372,121401.0,1,North
